# GimmeMotifs version 0.16.1
# Inputfile: /home/ia1014/gimmemotifs/output/cluster_3denovo/input.w200.bed
Motif	best_match	best_match_pvalue	enr_at_fpr	fraction_fpr	ks_pvalue	ks_significance	max_enrichment	max_fmeasure	mncp	num_cluster	phyper_at_fpr	pr_auc	recall_at_fdr	roc_auc	roc_auc_xlim	score_at_fpr	stars
GimmeMotifs_1		7.603206952921937e-11	10.878048780487806	0.10909980430528375	1.4040591245812619e-36	35.852614603788304	28.0	0.8193979933110367	4.240816743429602	89	2.8394775599422476e-118	0.38552266718683437	0.0014677103718199608	0.8761937114402902	0.034713372823327135	2.108200394927187	2
GimmeMotifs_2		0.00010898298282424612	4.540174139935903	0.04598825831702544	2.9818004123663436e-10	9.5255214295312	14.997064579256358	0.7034226581546411	2.1775764277247935	3	9.784619638939209e-28	0.19795161643241763	0.0014677103718199608	0.7137749913911944	0.016669393426817863	2.683056019637672	1
GimmeMotifs_3		0.10108317655638932	3.317073170731707	0.033268101761252444	5.600804927105361e-06	5.251749553301096	30.0	0.6767596097086704	1.660469480380892	1	8.523890433786016e-15	0.15095187277706662	0.0009784735812133072	0.6323524103767985	0.01157708016590011	2.6968651767622323	1
GimmeMotifs_4	GM.5.0.Nuclear	0.00518838256671128	2.6341463414634148	0.026418786692759294	2.9781463262266888e-05	4.526053967728368	10.0	0.6778836125982063	1.55332329474286	1	5.499896832520277e-09	0.141210112103603	0.0004892367906066536	0.6263867373746271	0.01118700717291983	2.6819826374679128	1
GimmeMotifs_5		3.8056183807588795e-06	1.8981481481481484	0.020058708414872797	3.194670208095731e-10	9.495573968240084	10.0	0.679327976625274	1.4699421414802862	1	0.0002787662669579324	0.1336152614199801	0.0004892367906066536	0.6169394409105358	0.010223325510816355	2.1239950946959225	1
GimmeMotifs_6		0.0033186901349852027	3.024390243902439	0.030332681017612523	0.03220946534025737	1.4920164841745063	16.666666666666664	0.6700023989855718	1.3943592949918429	3	3.564987084096701e-12	0.1268197317898747	0.0004892367906066536	0.5928268049103672	0.009103412546290806	2.8336319012359787	0
GimmeMotifs_7		0.025797353372590925	1.9024390243902438	0.01908023483365949	0.04917469103821026	1.3082583600476074	10.0	0.6671688720031442	1.2000467340012717	3	0.00037245883423480856	0.10908958247961845	0.0004892367906066536	0.5500237078787229	0.007455260205039067	2.6542605260388044	0
GimmeMotifs_8		2.614194416494797e-10	3.5231316725978643	0.048434442270058706	5.7225428080602e-17	16.242410949857476	20.0	0.7112692578399938	2.1016305771435095	1	1.7797387061959401e-22	0.18841435683768998	0.0	0.7202017096480176	0.015456665390753119	1.5759916103297666	1
GimmeMotifs_9		0.0009675851695926108	2.9611650485436893	0.02984344422700587	3.0833480184641857e-12	11.510977453551622	6.666666666666666	0.7154577021406493	1.9773291427209616	4	1.1057127105319275e-11	0.17972453136953095	0.0	0.7188612750410729	0.014295384132260523	2.433010161897314	1
GimmeMotifs_10	GM.5.0.Nuclear	0.0005451142742222137	4.780487804878049	0.04794520547945205	5.13757573736036e-10	9.289241762765464	8.0	0.6865777977764028	1.8128563101843815	4	3.0677435157099054e-30	0.16478134594139426	0.0	0.6625469729550668	0.013442546750357115	2.5162382988380605	1
GimmeMotifs_11		0.02952794450262497	3.14224210232038	0.03228962818003914	2.0665497592438205e-07	6.684754133133377	7.498532289628179	0.6795743291035924	1.7021246883544856	1	1.69348633190267e-13	0.15473054118579926	0.0	0.6503960002665953	0.012645459127995983	2.8186342056174927	0
GimmeMotifs_12		0.039421761161499536	2.9439252336448596	0.030821917808219176	5.379099680542374e-05	4.269290407696516	5.333333333333333	0.6746737343577013	1.5716919418734057	1	6.269954075657896e-12	0.14287639500192845	0.0	0.6299105946093957	0.011592518411004853	2.626169547648207	0
GimmeMotifs_13		2.633337992108409e-12	1.5765765765765767	0.017123287671232876	1.2205918257169657e-08	7.913429542832565	3.0	0.6809711240377582	1.3736345766510718	1	0.010349021278512276	0.12454418849413976	0.0	0.619393032827693	0.00805570763835914	1.9421607119063835	1
GimmeMotifs_14		3.215802929834588e-06	1.3270142180094788	0.0136986301369863	0.019598537004044604	1.7077763467447762	5.0	0.6714903976196916	1.3041118822279516	1	0.09881434908120604	0.11861638589885225	0.0	0.596050932805098	0.007461467150818543	1.9988893880948035	0
GimmeMotifs_15		0.013082378575947073	2.6341463414634148	0.026418786692759294	0.0011965381112814832	2.9220734639910786	6.0	0.6684828877915885	1.3946983401466932	1	5.499896832520277e-09	0.1267907576862159	0.0	0.5952043544946596	0.009610475124559127	2.7414682765898797	0
GimmeMotifs_16	GM.5.0.C2H2	0.16875009679665998	0.6341463414634146	0.006360078277886497	0.0005180466938335037	3.2856310936132807	5.0	0.6696694707557793	1.218824358100593	1	0.9649945945520343	0.1107997392114391	0.0	0.5775043107409975	0.006582173590021466	3.134195594974358	0
GimmeMotifs_17		1.8274270985330077e-13	4.401052444311276	0.04500978473581213	0.01622268017388732	1.7898773937393722	6.36239103362391	0.6671460234077775	1.5354137108539316	1	2.1323718714204708e-26	0.1392898012488703	0.0	0.5710688018802628	0.012498382095637467	2.9123570425074883	0
GimmeMotifs_18		5.617289427217731e-05	1.28099173553719	0.015166340508806261	0.0074699359111697885	2.12668312422807	3.1249999999999996	0.669042685453792	1.200545792741737	1	0.11636877091043071	0.10915243401091382	0.0	0.5679184051646554	0.00692945033145553	2.5524427619216072	0
GimmeMotifs_19		0.003252019563944164	1.7560975609756095	0.01761252446183953	0.010012335004313715	1.9994646276923762	4.0	0.6684283126423027	1.1901136159057344	1	0.0020936977046077526	0.10818860223884362	0.0	0.556115208562314	0.0070340953044757	2.7016732683728746	0
