chr1	3060955	3061156
chr1	3113646	3113847
chr1	3119448	3119649
chr1	3120257	3120458
chr1	3121485	3121686
chr1	3144028	3144229
chr1	3198545	3198746
chr1	3210363	3210564
chr1	3309974	3310175
chr1	3407421	3407622
chr1	3428174	3428375
chr1	3447558	3447759
chr1	3474358	3474559
chr1	3477584	3477785
chr1	3508758	3508959
chr1	3519802	3520003
chr1	3581048	3581249
chr1	3586595	3586796
chr1	3601135	3601336
chr1	3665339	3665540
chr1	3671194	3671395
chr1	3671801	3672002
chr1	3672358	3672559
chr1	3741628	3741829
chr1	3742510	3742711
chr1	3761265	3761466
chr1	3764311	3764512
chr1	3764813	3765014
chr1	3874723	3874924
chr1	3899774	3899975
chr1	3900421	3900622
chr1	3901727	3901928
chr1	3903655	3903856
chr1	3937639	3937840
chr1	4032995	4033196
chr1	4034922	4035123
chr1	4051807	4052008
chr1	4061890	4062091
chr1	4077706	4077907
chr1	4088492	4088693
chr1	4092500	4092701
chr1	4119396	4119597
chr1	4142766	4142967
chr1	4273208	4273409
chr1	4343615	4343816
chr1	4392612	4392813
chr1	4495412	4495613
chr1	4535985	4536186
chr1	4553753	4553954
chr1	4571892	4572093
chr1	4667029	4667230
chr1	4747284	4747485
chr1	4747697	4747898
chr1	4748014	4748215
chr1	4785574	4785775
chr1	4799557	4799758
chr1	4800979	4801180
chr1	4807528	4807729
chr1	4857046	4857247
chr1	4857497	4857698
chr1	4858400	4858601
chr1	4934794	4934995
chr1	4970750	4970951
chr1	5015391	5015592
chr1	5022839	5023040
chr1	5083154	5083355
chr1	5083593	5083794
chr1	5178963	5179164
chr1	5216986	5217187
chr1	5220741	5220942
chr1	5243248	5243449
chr1	5274055	5274256
chr1	5281346	5281547
chr1	5285385	5285586
chr1	5295269	5295470
chr1	5315788	5315989
chr1	5316805	5317006
chr1	5319630	5319831
chr1	5978217	5978418
chr1	6049015	6049216
chr1	6064295	6064496
chr1	6090066	6090267
chr1	6097149	6097350
chr1	6102581	6102782
chr1	6214432	6214633
chr1	6270252	6270453
chr1	6284260	6284461
chr1	6320641	6320842
chr1	6354237	6354438
chr1	6359184	6359385
chr1	6361979	6362180
chr1	6370326	6370527
chr1	6382869	6383070
chr1	6398645	6398846
chr1	6406448	6406649
chr1	6442477	6442678
chr1	6483549	6483750
chr1	6524803	6525004
chr1	6540387	6540588
chr1	6547275	6547476
chr1	6729347	6729548
chr1	6732598	6732799
chr1	6735854	6736055
chr1	6740319	6740520
chr1	6770068	6770269
chr1	6823592	6823793
chr1	6831861	6832062
chr1	6862428	6862629
chr1	6866081	6866282
chr1	6866541	6866742
chr1	6893711	6893912
chr1	6928844	6929045
chr1	7055384	7055585
chr1	7088582	7088783
chr1	7116488	7116689
chr1	7117875	7118076
chr1	7137957	7138158
chr1	7139154	7139355
chr1	7175949	7176150
chr1	7313357	7313558
chr1	7373990	7374191
chr1	7397698	7397899
chr1	7398123	7398324
chr1	7696314	7696515
chr1	7728635	7728836
chr1	7733826	7734027
chr1	8300683	8300884
chr1	8326861	8327062
chr1	8363240	8363441
chr1	8410584	8410785
chr1	8468786	8468987
chr1	8582042	8582243
chr1	8583061	8583262
chr1	8592541	8592742
chr1	8595707	8595908
chr1	8657576	8657777
chr1	8722178	8722379
chr1	8756056	8756257
chr1	8793850	8794051
chr1	8863779	8863980
chr1	8948483	8948684
chr1	9005106	9005307
chr1	9065257	9065458
chr1	9127420	9127621
chr1	9130443	9130644
chr1	9168468	9168669
chr1	9208854	9209055
chr1	9209330	9209531
chr1	9210701	9210902
chr1	9224589	9224790
chr1	9290325	9290526
chr1	9298484	9298685
chr1	9299210	9299411
chr1	9299810	9300011
chr1	9300605	9300806
chr1	9340476	9340677
chr1	9458665	9458866
chr1	9545190	9545391
chr1	9583958	9584159
chr1	9584878	9585079
chr1	9601251	9601452
